gutenberg_id,text
35,"you know, diluted presentation.'"
35,
35,"'Of course,' said the Psychologist, and reassured us. 'That's a"
35,simple point of psychology. I should have thought of it. It's plain
35,"enough, and helps the paradox delightfully. We cannot see it, nor"
35,"can we appreciate this machine, any more than we can the spoke of"
35,"a wheel spinning, or a bullet flying through the air. If it is"
35,travelling through time fifty times or a hundred times faster than
35,"we are, if it gets through a minute while we get through a second,"
35,the impression it creates will of course be only one-fiftieth or
35,one-hundredth of what it would make if it were not travelling in
35,time. That's plain enough.' He passed his hand through the space in
35,"which the machine had been. 'You see?' he said, laughing."
35,
35,We sat and stared at the vacant table for a minute or so. Then the
35,Time Traveller asked us what we thought of it all.
35,
35,"'It sounds plausible enough to-night,' said the Medical Man; 'but"
35,wait until to-morrow. Wait for the common sense of the morning.'
35,
35,'Would you like to see the Time Machine itself?' asked the Time
35,"Traveller. And therewith, taking the lamp in his hand, he led the"
35,"way down the long, draughty corridor to his laboratory. I remember"
35,"vividly the flickering light, his queer, broad head in silhouette,"
35,"the dance of the shadows, how we all followed him, puzzled but"
35,"incredulous, and how there in the laboratory we beheld a larger"
35,edition of the little mechanism which we had seen vanish from before
35,"our eyes. Parts were of nickel, parts of ivory, parts had certainly"
35,been filed or sawn out of rock crystal. The thing was generally
35,"complete, but the twisted crystalline bars lay unfinished upon the"
35,"bench beside some sheets of drawings, and I took one up for a better"
35,look at it. Quartz it seemed to be.
35,
35,"'Look here,' said the Medical Man, 'are you perfectly serious?"
35,Or is this a trick--like that ghost you showed us last Christmas?'
35,
35,"'Upon that machine,' said the Time Traveller, holding the lamp"
35,"aloft, 'I intend to explore time. Is that plain? I was never more"
35,serious in my life.'
35,
35,None of us quite knew how to take it.
35,
35,"I caught Filby's eye over the shoulder of the Medical Man, and he"
35,winked at me solemnly.
35,
35,
35,
35,
35,II
35,
35,
35,I think that at that time none of us quite believed in the Time
35,"Machine. The fact is, the Time Traveller was one of those men who"
35,are too clever to be believed: you never felt that you saw all round
35,"him; you always suspected some subtle reserve, some ingenuity in"
35,"ambush, behind his lucid frankness. Had Filby shown the model and"
35,"explained the matter in the Time Traveller's words, we should have"
35,shown _him_ far less scepticism. For we should have perceived his
35,motives; a pork butcher could understand Filby. But the Time
35,"Traveller had more than a touch of whim among his elements, and we"
35,distrusted him. Things that would have made the frame of a less
35,clever man seemed tricks in his hands. It is a mistake to do things
35,too easily. The serious people who took him seriously never felt
35,quite sure of his deportment; they were somehow aware that trusting
35,their reputations for judgment with him was like furnishing a
35,nursery with egg-shell china. So I don't think any of us said very
35,much about time travelling in the interval between that Thursday and
35,"the next, though its odd potentialities ran, no doubt, in most of"
35,"our minds: its plausibility, that is, its practical incredibleness,"
35,the curious possibilities of anachronism and of utter confusion it
35,"suggested. For my own part, I was particularly preoccupied with the"
35,"trick of the model. That I remember discussing with the Medical Man,"
35,whom I met on Friday at the Linnaean. He said he had seen a similar
35,"thing at Tubingen, and laid considerable stress on the blowing out"
35,of the candle. But how the trick was done he could not explain.
35,
35,The next Thursday I went again to Richmond--I suppose I was one of
35,"the Time Traveller's most constant guests--and, arriving late, found"
35,four or five men already assembled in his drawing-room. The Medical
35,Man was standing before the fire with a sheet of paper in one hand
35,"and his watch in the other. I looked round for the Time Traveller,"
35,"and--'It's half-past seven now,' said the Medical Man. 'I suppose"
35,we'd better have dinner?'
35,
35,"'Where's----?' said I, naming our host."
35,
35,'You've just come? It's rather odd. He's unavoidably detained. He
35,asks me in this note to lead off with dinner at seven if he's not
35,back. Says he'll explain when he comes.'
35,
35,"'It seems a pity to let the dinner spoil,' said the Editor of a"
35,well-known daily paper; and thereupon the Doctor rang the bell.
35,
35,The Psychologist was the only person besides the Doctor and myself
35,"who had attended the previous dinner. The other men were Blank, the"
35,"Editor aforementioned, a certain journalist, and another--a quiet,"
35,"shy man with a beard--whom I didn't know, and who, as far as my"
35,"observation went, never opened his mouth all the evening. There was"
35,some speculation at the dinner-table about the Time Traveller's
35,"absence, and I suggested time travelling, in a half-jocular spirit."
35,"The Editor wanted that explained to him, and the Psychologist"
35,volunteered a wooden account of the 'ingenious paradox and trick' we
35,had witnessed that day week. He was in the midst of his exposition
35,when the door from the corridor opened slowly and without noise. I
35,"was facing the door, and saw it first. 'Hallo!' I said. 'At last!'"
35,"And the door opened wider, and the Time Traveller stood before us."
35,"I gave a cry of surprise. 'Good heavens! man, what's the matter?'"
35,"cried the Medical Man, who saw him next. And the whole tableful"
35,turned towards the door.
35,
35,"He was in an amazing plight. His coat was dusty and dirty, and"
35,"smeared with green down the sleeves; his hair disordered, and as it"
35,seemed to me greyer--either with dust and dirt or because its colour
35,had actually faded. His face was ghastly pale; his chin had a brown
35,"cut on it--a cut half healed; his expression was haggard and drawn,"
35,"as by intense suffering. For a moment he hesitated in the doorway,"
35,as if he had been dazzled by the light. Then he came into the room.
35,He walked with just such a limp as I have seen in footsore tramps.
35,"We stared at him in silence, expecting him to speak."
35,
35,"He said not a word, but came painfully to the table, and made a"
35,"motion towards the wine. The Editor filled a glass of champagne, and"
35,"pushed it towards him. He drained it, and it seemed to do him good:"
35,"for he looked round the table, and the ghost of his old smile"
35,"flickered across his face. 'What on earth have you been up to, man?'"
35,said the Doctor. The Time Traveller did not seem to hear. 'Don't let
35,"me disturb you,' he said, with a certain faltering articulation."
35,"'I'm all right.' He stopped, held out his glass for more, and took"
35,"it off at a draught. 'That's good,' he said. His eyes grew brighter,"
35,and a faint colour came into his cheeks. His glance flickered over
35,"our faces with a certain dull approval, and then went round the warm"
35,"and comfortable room. Then he spoke again, still as it were feeling"
35,"his way among his words. 'I'm going to wash and dress, and then I'll"
35,come down and explain things ... Save me some of that mutton. I'm
35,starving for a bit of meat.'
35,
35,"He looked across at the Editor, who was a rare visitor, and hoped he"
35,"was all right. The Editor began a question. 'Tell you presently,'"
35,said the Time Traveller. 'I'm--funny! Be all right in a minute.'
35,
35,"He put down his glass, and walked towards the staircase door. Again"
35,"I remarked his lameness and the soft padding sound of his footfall,"
35,"and standing up in my place, I saw his feet as he went out. He had"
35,"nothing on them but a pair of tattered, blood-stained socks. Then the"
35,"door closed upon him. I had half a mind to follow, till I remembered"
35,"how he detested any fuss about himself. For a minute, perhaps, my"
35,"mind was wool-gathering. Then, 'Remarkable Behaviour of an Eminent"
35,"Scientist,' I heard the Editor say, thinking (after his wont) in"
35,headlines. And this brought my attention back to the bright
35,dinner-table.
35,
35,'What's the game?' said the Journalist. 'Has he been doing the
35,"Amateur Cadger? I don't follow.' I met the eye of the Psychologist,"
35,and read my own interpretation in his face. I thought of the Time
35,Traveller limping painfully upstairs. I don't think any one else had
35,noticed his lameness.
35,
35,The first to recover completely from this surprise was the Medical
35,"Man, who rang the bell--the Time Traveller hated to have servants"
35,waiting at dinner--for a hot plate. At that the Editor turned to his
35,"knife and fork with a grunt, and the Silent Man followed suit. The"
35,"dinner was resumed. Conversation was exclamatory for a little while,"
35,with gaps of wonderment; and then the Editor got fervent in his
35,curiosity. 'Does our friend eke out his modest income with a
35,crossing? or has he his Nebuchadnezzar phases?' he inquired. 'I feel
35,"assured it's this business of the Time Machine,' I said, and took up"
35,the Psychologist's account of our previous meeting. The new guests
35,were frankly incredulous. The Editor raised objections. 'What _was_
35,this time travelling? A man couldn't cover himself with dust by
35,"rolling in a paradox, could he?' And then, as the idea came home to"
35,"him, he resorted to caricature. Hadn't they any clothes-brushes in"
35,"the Future? The Journalist too, would not believe at any price, and"
35,joined the Editor in the easy work of heaping ridicule on the whole
35,"thing. They were both the new kind of journalist--very joyous,"
35,irreverent young men. 'Our Special Correspondent in the Day
35,"after To-morrow reports,' the Journalist was saying--or rather"
35,shouting--when the Time Traveller came back. He was dressed in
35,"ordinary evening clothes, and nothing save his haggard look remained"
35,of the change that had startled me.
35,
35,"'I say,' said the Editor hilariously, 'these chaps here say you have"
35,been travelling into the middle of next week! Tell us all about
35,"little Rosebery, will you? What will you take for the lot?'"
35,
35,The Time Traveller came to the place reserved for him without a
35,"word. He smiled quietly, in his old way. 'Where's my mutton?' he"
35,said. 'What a treat it is to stick a fork into meat again!'
35,
35,'Story!' cried the Editor.
35,
35,'Story be damned!' said the Time Traveller. 'I want something to
35,eat. I won't say a word until I get some peptone into my arteries.
35,Thanks. And the salt.'
35,
35,"'One word,' said I. 'Have you been time travelling?'"
35,
35,"'Yes,' said the Time Traveller, with his mouth full, nodding his"
35,head.
35,
35,"'I'd give a shilling a line for a verbatim note,' said the Editor."
35,The Time Traveller pushed his glass towards the Silent Man and rang
35,"it with his fingernail; at which the Silent Man, who had been"
35,"staring at his face, started convulsively, and poured him wine."
35,"The rest of the dinner was uncomfortable. For my own part, sudden"
35,"questions kept on rising to my lips, and I dare say it was the same"
35,with the others. The Journalist tried to relieve the tension by
35,telling anecdotes of Hettie Potter. The Time Traveller devoted his
35,"attention to his dinner, and displayed the appetite of a tramp."
35,"The Medical Man smoked a cigarette, and watched the Time Traveller"
35,through his eyelashes. The Silent Man seemed even more clumsy than
35,"usual, and drank champagne with regularity and determination out of"
35,"sheer nervousness. At last the Time Traveller pushed his plate away,"
35,"and looked round us. 'I suppose I must apologize,' he said. 'I was"
35,simply starving. I've had a most amazing time.' He reached out his
35,"hand for a cigar, and cut the end. 'But come into the smoking-room."
35,It's too long a story to tell over greasy plates.' And ringing the
35,"bell in passing, he led the way into the adjoining room."
35,
35,"'You have told Blank, and Dash, and Chose about the machine?' he"
35,"said to me, leaning back in his easy-chair and naming the three new"
35,guests.
35,
35,"'But the thing's a mere paradox,' said the Editor."
35,
35,"'I can't argue to-night. I don't mind telling you the story, but"
35,"I can't argue. I will,' he went on, 'tell you the story of what"
35,"has happened to me, if you like, but you must refrain from"
35,interruptions. I want to tell it. Badly. Most of it will sound like
35,"lying. So be it! It's true--every word of it, all the same. I was in"
35,"my laboratory at four o'clock, and since then ... I've lived eight"
35,days ... such days as no human being ever lived before! I'm nearly
35,"worn out, but I shan't sleep till I've told this thing over to you."
35,Then I shall go to bed. But no interruptions! Is it agreed?'
35,
35,"'Agreed,' said the Editor, and the rest of us echoed 'Agreed.' And"
35,with that the Time Traveller began his story as I have set it forth.
35,"He sat back in his chair at first, and spoke like a weary man."
35,Afterwards he got more animated. In writing it down I feel with only
35,"too much keenness the inadequacy of pen and ink--and, above all, my"
35,"own inadequacy--to express its quality. You read, I will suppose,"
35,"attentively enough; but you cannot see the speaker's white,"
35,"sincere face in the bright circle of the little lamp, nor hear the"
35,intonation of his voice. You cannot know how his expression followed
35,"the turns of his story! Most of us hearers were in shadow, for the"
35,"candles in the smoking-room had not been lighted, and only the face"
35,of the Journalist and the legs of the Silent Man from the knees
35,downward were illuminated. At first we glanced now and again at each
35,"other. After a time we ceased to do that, and looked only at the"
35,Time Traveller's face.
35,
35,
35,
35,
35,III
35,
35,
35,'I told some of you last Thursday of the principles of the Time
35,"Machine, and showed you the actual thing itself, incomplete in the"
35,"workshop. There it is now, a little travel-worn, truly; and one of"
35,"the ivory bars is cracked, and a brass rail bent; but the rest of"
35,"it's sound enough. I expected to finish it on Friday, but on Friday,"
35,"when the putting together was nearly done, I found that one of the"
35,"nickel bars was exactly one inch too short, and this I had to get"
35,remade; so that the thing was not complete until this morning. It
35,was at ten o'clock to-day that the first of all Time Machines began
35,"its career. I gave it a last tap, tried all the screws again, put"
35,"one more drop of oil on the quartz rod, and sat myself in the"
35,saddle. I suppose a suicide who holds a pistol to his skull feels
35,much the same wonder at what will come next as I felt then. I took
35,"the starting lever in one hand and the stopping one in the other,"
35,"pressed the first, and almost immediately the second. I seemed to"
35,"reel; I felt a nightmare sensation of falling; and, looking round,"
35,I saw the laboratory exactly as before. Had anything happened? For
35,a moment I suspected that my intellect had tricked me. Then I noted
35,"the clock. A moment before, as it seemed, it had stood at a minute"
35,or so past ten; now it was nearly half-past three!
35,
35,"'I drew a breath, set my teeth, gripped the starting lever with both"
35,"hands, and went off with a thud. The laboratory got hazy and went"
35,"dark. Mrs. Watchett came in and walked, apparently without seeing"
35,"me, towards the garden door. I suppose it took her a minute or so to"
35,"traverse the place, but to me she seemed to shoot across the room"
35,like a rocket. I pressed the lever over to its extreme position. The
35,"night came like the turning out of a lamp, and in another moment"
35,"came to-morrow. The laboratory grew faint and hazy, then fainter"
35,"and ever fainter. To-morrow night came black, then day again, night"
35,"again, day again, faster and faster still. An eddying murmur filled"
35,"my ears, and a strange, dumb confusedness descended on my mind."
35,
35,'I am afraid I cannot convey the peculiar sensations of time
35,travelling. They are excessively unpleasant. There is a feeling
35,exactly like that one has upon a switchback--of a helpless headlong
35,"motion! I felt the same horrible anticipation, too, of an imminent"
35,"smash. As I put on pace, night followed day like the flapping of a"
35,black wing. The dim suggestion of the laboratory seemed presently to
35,"fall away from me, and I saw the sun hopping swiftly across the sky,"
35,"leaping it every minute, and every minute marking a day. I supposed"
35,the laboratory had been destroyed and I had come into the open air.
35,"I had a dim impression of scaffolding, but I was already going too"
35,fast to be conscious of any moving things. The slowest snail that
35,ever crawled dashed by too fast for me. The twinkling succession of
35,"darkness and light was excessively painful to the eye. Then, in the"
35,"intermittent darknesses, I saw the moon spinning swiftly through her"
35,"quarters from new to full, and had a faint glimpse of the circling"
35,"stars. Presently, as I went on, still gaining velocity, the"
35,palpitation of night and day merged into one continuous greyness;
35,"the sky took on a wonderful deepness of blue, a splendid luminous"
35,color like that of early twilight; the jerking sun became a streak
35,"of fire, a brilliant arch, in space; the moon a fainter fluctuating"
35,"band; and I could see nothing of the stars, save now and then a"
35,brighter circle flickering in the blue.
35,
35,'The landscape was misty and vague. I was still on the hill-side
35,"upon which this house now stands, and the shoulder rose above me"
35,"grey and dim. I saw trees growing and changing like puffs of vapour,"
35,"now brown, now green; they grew, spread, shivered, and passed away."
35,"I saw huge buildings rise up faint and fair, and pass like dreams."
35,The whole surface of the earth seemed changed--melting and flowing
35,under my eyes. The little hands upon the dials that registered my
35,speed raced round faster and faster. Presently I noted that the sun
35,"belt swayed up and down, from solstice to solstice, in a minute or"
35,"less, and that consequently my pace was over a year a minute; and"
35,"minute by minute the white snow flashed across the world, and"
35,"vanished, and was followed by the bright, brief green of spring."
35,
35,'The unpleasant sensations of the start were less poignant now. They
35,merged at last into a kind of hysterical exhilaration. I remarked
35,"indeed a clumsy swaying of the machine, for which I was unable to"
35,"account. But my mind was too confused to attend to it, so with a"
35,"kind of madness growing upon me, I flung myself into futurity. At"
35,"first I scarce thought of stopping, scarce thought of anything but"
35,these new sensations. But presently a fresh series of impressions
35,grew up in my mind--a certain curiosity and therewith a certain
35,dread--until at last they took complete possession of me. What
35,"strange developments of humanity, what wonderful advances upon our"
35,"rudimentary civilization, I thought, might not appear when I came to"
35,look nearly into the dim elusive world that raced and fluctuated
35,before my eyes! I saw great and splendid architecture rising about
35,"me, more massive than any buildings of our own time, and yet, as it"
35,"seemed, built of glimmer and mist. I saw a richer green flow up the"
35,"hill-side, and remain there, without any wintry intermission. Even"
35,through the veil of my confusion the earth seemed very fair. And so
35,my mind came round to the business of stopping.
35,
35,'The peculiar risk lay in the possibility of my finding some
35,"substance in the space which I, or the machine, occupied. So long"
35,"as I travelled at a high velocity through time, this scarcely"
35,"mattered; I was, so to speak, attenuated--was slipping like a vapour"
35,through the interstices of intervening substances! But to come to
35,"a stop involved the jamming of myself, molecule by molecule, into"
35,whatever lay in my way; meant bringing my atoms into such intimate
35,contact with those of the obstacle that a profound chemical
